,User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web,Credit Card Category
1367,455,1,Mastercard,Debit,5547476180953081,02/2020,765,YES,1,$22245,02/2020,2020,No,UNKNOWN
1368,455,2,Mastercard,Debit,5788341339048168,10/2021,750,YES,2,$17028,02/2020,2020,No,Standard
1369,456,0,Mastercard,Debit (Prepaid),5390318153988797,02/2020,243,YES,2,$67,02/2009,2014,No,Mixed Product
1370,456,1,Discover,Credit,6713344750325700,10/2005,728,YES,2,$15300,06/2001,2011,No,UNKNOWN
1371,456,2,Mastercard,Debit,5918188974230799,01/2021,670,YES,1,$20552,09/2015,2015,No,Standard
1372,457,0,Mastercard,Debit (Prepaid),5412046613062340,03/2021,587,YES,2,$32,01/2020,2020,No,UNKNOWN
1373,458,0,Mastercard,Debit,5422337679062478,02/2024,976,YES,1,$48003,01/2012,2012,No,UNKNOWN
1374,458,1,Visa,Credit,4623874187817166,07/2024,385,YES,1,$16300,04/2009,2013,No,Classic
1375,458,2,Mastercard,Credit,5430681770747921,04/2024,594,YES,2,$10800,05/2009,2010,No,UNKNOWN
1376,459,0,Amex,Credit,398744318776089,02/2021,992,YES,2,$11100,01/2006,2009,No,Business
1377,460,0,Visa,Debit (Prepaid),4971872629769691,06/2022,724,YES,3,$64,02/2011,2011,No,Classic
1378,461,0,Visa,Credit,4007064696917946,11/2022,478,YES,1,$17300,03/2004,2007,No,UNKNOWN
1379,461,1,Mastercard,Credit,5282316108928795,04/2023,378,YES,1,$13900,03/2014,2014,No,Business
1380,461,2,Mastercard,Debit,5739342319047051,02/2020,749,YES,2,$23807,05/2012,2012,No,UNKNOWN
1381,461,3,Visa,Debit (Prepaid),4025636893394293,06/2021,112,NO,2,$140,07/2017,2017,No,Classic
1382,461,4,Mastercard,Debit,5969443034028028,12/2024,783,YES,2,$26329,08/2015,2015,No,Standard
1383,461,5,Mastercard,Debit,5572820991241224,09/2023,178,NO,1,$25224,07/2010,2011,No,Business
1384,462,0,Discover,Credit,6276276211895289,12/2020,681,YES,2,$8500,08/2012,2012,No,UNKNOWN
1385,462,1,Visa,Credit,4690211102957031,06/2023,820,NO,1,$11200,02/2005,2009,No,UNKNOWN
1386,462,2,Mastercard,Debit,5309046764363183,01/2013,336,YES,2,$14576,06/2008,2011,No,Platinum
1387,462,3,Visa,Credit,4668940576231188,04/2021,310,YES,1,$9000,05/2009,2009,No,UNKNOWN
1388,462,4,Visa,Debit,4937598275581336,06/2020,557,YES,1,$21409,02/2020,2020,No,Business
1389,463,0,Mastercard,Debit,5722539468448178,03/2014,567,YES,2,$7406,04/2009,2014,No,UNKNOWN
1390,463,1,Visa,Credit,4318814007161209,03/2016,388,YES,2,$3300,10/2009,2010,No,Business Enhanced
1391,463,2,Mastercard,Credit,5436428996800938,11/2023,845,YES,1,$7300,10/2008,2010,No,Mixed Product
1392,463,3,Visa,Debit,4811603557913131,10/2024,994,YES,1,$4386,09/2010,2016,No,Classic
1393,464,0,Visa,Credit,4165611178865695,07/2023,388,YES,1,$13000,12/2010,2012,No,UNKNOWN
1394,464,1,Mastercard,Debit,5318873508559141,04/2020,125,YES,2,$14418,02/2000,2005,No,Classic
1395,464,2,Mastercard,Debit,5390794078159439,07/2022,644,YES,2,$9120,05/2009,2013,No,Standard
1396,465,0,Visa,Debit,4240386642532591,02/2013,460,YES,1,$11588,05/2006,2008,No,Business
1397,465,1,Mastercard,Credit,5529087189553039,10/2023,242,NO,1,$7500,09/2011,2011,No,Corporate Purchasing
1398,465,2,Visa,Debit,4874991494846383,09/2011,140,YES,2,$18042,08/2011,2011,No,UNKNOWN
1399,466,0,Mastercard,Debit,5208237598527230,08/2018,261,YES,2,$13694,11/2017,2017,No,Enhanced
1400,466,1,Mastercard,Debit,5198979610127128,04/2021,198,YES,2,$15849,08/2001,2009,No,Enhanced
1401,466,2,Visa,Debit,4557993037807765,06/2024,133,YES,1,$16566,08/2005,2009,No,Business
1402,466,3,Discover,Credit,6626432321225878,04/2012,326,YES,1,$10400,12/2009,2009,No,UNKNOWN
1403,467,0,Mastercard,Credit,5222647370028655,02/2020,719,YES,1,$9200,02/2020,2020,No,UNKNOWN
1404,467,1,Mastercard,Debit,5809837164960502,02/2020,924,YES,2,$17967,02/2020,2020,No,UNKNOWN
1405,467,2,Amex,Credit,396462574931667,01/2021,620,YES,2,$8400,01/2020,2020,No,Business
1406,468,0,Mastercard,Debit,5422957944601642,09/2024,948,YES,1,$14168,01/2020,2020,No,Platinum
1407,468,1,Visa,Debit,4123194661733540,06/2020,64,YES,1,$3149,02/2020,2020,No,Traditional
1408,469,0,Mastercard,Debit,5782529755084769,04/2023,269,YES,1,$13161,02/2020,2020,No,UNKNOWN
1409,470,0,Visa,Credit,4754358973470963,09/2020,373,YES,2,$11700,02/2004,2008,No,UNKNOWN
1410,470,1,Mastercard,Debit,5027764290591247,01/2019,566,YES,1,$17678,02/2017,2017,No,Personal
1411,470,2,Visa,Debit (Prepaid),4326629340318761,04/2020,522,YES,1,$81,09/2015,2015,No,Classic
1412,470,3,Mastercard,Debit,5305887216431015,01/2023,421,YES,2,$26231,07/2017,2017,No,Prepaid
1413,471,0,Visa,Credit,4856130775211817,11/2021,465,YES,1,$7700,03/2017,2017,No,UNKNOWN
1414,471,1,Visa,Credit,4665143171978631,08/2022,867,YES,1,$6800,11/2006,2009,No,Prepaid Business
1415,471,2,Mastercard,Debit,5937799398015248,03/2023,923,YES,2,$736,03/2010,2015,No,Standard
1416,472,0,Visa,Debit (Prepaid),4060923248609933,08/2018,596,YES,1,$96,10/2012,2012,No,Corporate T&E
1417,472,1,Mastercard,Debit,5310596598623892,04/2017,141,NO,1,$14977,10/2015,2015,No,World
1418,472,2,Visa,Debit,4341345706839092,04/2023,273,YES,1,$13162,02/2020,2020,No,Business
1419,472,3,Visa,Debit,4623542302475012,11/2019,482,YES,2,$17649,09/2013,2013,No,Classic
1420,472,4,Visa,Debit,4494703150961667,02/2021,363,YES,1,$10538,11/2011,2011,No,Classic
1421,472,5,Mastercard,Credit,5605519998768278,02/2022,522,YES,2,$10500,11/2007,2011,No,UNKNOWN
1422,472,6,Mastercard,Debit (Prepaid),5315223005212889,11/2020,984,YES,2,$74,01/2007,2010,No,UNKNOWN
1423,473,0,Visa,Debit,4374159186975002,02/2018,407,YES,1,$39441,10/2002,2008,No,Prepaid Platinum
1424,473,1,Mastercard,Debit,5253617024037347,11/2022,224,YES,2,$27720,05/2016,2016,No,Platinum
1425,473,2,Amex,Credit,376110023635089,05/2023,593,YES,1,$20800,04/2011,2013,No,Personal
1426,473,3,Visa,Credit,4309882951597541,10/2022,139,YES,2,$5300,04/2017,2017,No,Gold
1427,474,0,Visa,Debit (Prepaid),4634294164066043,01/2023,50,NO,1,$65,01/2001,2007,No,Traditional
1428,475,0,Visa,Debit,4252420197645247,08/2021,661,YES,2,$20182,02/2020,2020,No,Classic
1429,475,1,Visa,Credit,4729190647946641,01/2020,219,YES,2,$8700,01/2020,2020,No,UNKNOWN
1430,476,0,Visa,Credit,4272312295078550,05/2020,575,YES,1,$23300,01/2020,2020,No,Classic
1431,476,1,Visa,Debit,4159082277360922,02/2020,566,YES,1,$8989,01/2020,2020,No,Classic
1432,477,0,Mastercard,Debit,5227469913438853,02/2024,788,YES,1,$41816,02/2020,2020,No,Prepaid Business
1433,477,1,Visa,Debit,4669977836863167,03/2020,452,YES,1,$16202,01/2020,2020,No,Prepaid Classic
1434,477,2,Visa,Debit,4339544686242558,10/2020,141,YES,2,$39457,06/2014,2014,No,Classic
1435,478,0,Visa,Credit,4346937080498804,09/2024,769,YES,3,$7900,06/2009,2009,No,V Pay
1436,479,0,Mastercard,Credit,5603668323038217,01/2023,118,YES,2,$7400,02/2006,2008,No,UNKNOWN
1437,479,1,Mastercard,Debit (Prepaid),5677571318458572,08/2023,426,YES,2,$107,06/2018,2018,No,UNKNOWN
1438,480,0,Visa,Debit (Prepaid),4910699106963260,03/2021,36,YES,1,$24,04/2001,2009,No,Traditional
1439,481,0,Visa,Debit,4129256843458775,08/2022,936,YES,2,$88743,06/2004,2010,No,Prepaid B2B Virtual
1440,481,1,Visa,Credit,4008696033204121,02/2023,124,NO,1,$57200,01/1999,2011,No,Business
1441,481,2,Discover,Credit,6822627615926082,08/2022,344,NO,1,$2500,05/2014,2014,No,UNKNOWN
1442,481,3,Mastercard,Debit,5843025504634580,12/2009,568,YES,1,$151223,08/2004,2009,No,Personal
1443,481,4,Visa,Credit,4860334220798378,02/2020,146,YES,1,$61100,01/2008,2010,No,Platinum
1444,482,0,Mastercard,Debit,5250625336912959,04/2022,326,YES,1,$26960,07/2006,2010,No,Corporate
1445,482,1,Visa,Debit,4295691183724130,12/2022,78,YES,1,$16531,12/2011,2011,No,Business
1446,482,2,Mastercard,Debit (Prepaid),5918296616309874,05/2024,983,YES,1,$69,04/2013,2013,No,Standard
1447,482,3,Mastercard,Debit,5051979533646210,08/2021,72,YES,1,$14054,12/2016,2016,No,UNKNOWN
1448,482,4,Mastercard,Credit,5175842699412235,12/2024,438,YES,1,$9100,09/2005,2015,No,UNKNOWN
1449,483,0,Mastercard,Debit (Prepaid),5366433748394946,02/2020,959,YES,3,$74,01/2020,2020,No,Business
1450,484,0,Visa,Credit,4260588104283621,06/2024,646,YES,2,$23000,10/2016,2016,No,Classic
1451,484,1,Visa,Credit,4328913170467623,09/2024,875,YES,2,$21900,10/2010,2013,No,Classic
1452,484,2,Mastercard,Credit,5856087823647751,02/2020,101,YES,2,$11200,01/2018,2018,No,UNKNOWN
1453,485,0,Visa,Debit,4918920924597941,12/2020,463,YES,1,$22676,11/2008,2012,No,Gold
1454,486,0,Visa,Debit (Prepaid),4099931530727553,02/2022,393,YES,1,$65,06/2009,2009,No,Business
1455,486,1,Discover,Credit,6749467984713176,08/2010,619,YES,2,$12000,08/2007,2012,No,UNKNOWN
1456,486,2,Visa,Debit,4141516913053061,05/2020,962,YES,1,$20723,03/2007,2013,No,UNKNOWN
1457,486,3,Mastercard,Credit,5158289509346685,01/2023,32,YES,2,$11500,05/2007,2007,No,Black
1458,486,4,Discover,Credit,6676808854553552,04/2021,65,YES,2,$7300,12/1991,2009,No,UNKNOWN
1459,487,0,Amex,Credit,300105541992311,07/2010,939,NO,1,$14400,10/2006,2010,No,Business
1460,487,1,Mastercard,Credit,5263770459718869,10/2021,775,YES,2,$14200,06/2016,2016,No,Mixed Bin
1461,487,2,Visa,Debit,4642596554799017,06/2020,494,YES,1,$18818,07/2003,2008,No,Classic
1462,487,3,Visa,Debit,4197307053098795,02/2022,125,YES,1,$20509,09/2005,2007,No,Business
1463,487,4,Visa,Debit,4171435281156177,01/2023,914,YES,1,$17510,09/2002,2008,No,Classic
1464,488,0,Visa,Debit,4510409231872101,06/2024,704,YES,1,$3335,10/1998,2012,No,Classic
1465,488,1,Mastercard,Debit,5804171060704037,02/2020,104,YES,2,$4598,12/2003,2017,No,UNKNOWN
1466,488,2,Visa,Credit,4015655705133748,01/2020,144,YES,2,$4900,01/2012,2012,No,Infinite
1467,488,3,Mastercard,Debit,5955617938111739,08/2013,483,YES,2,$18498,10/2004,2010,No,Standard
1468,489,0,Visa,Debit,4801908937828143,02/2024,380,YES,2,$7312,05/2007,2008,No,Business
1469,489,1,Mastercard,Debit,5064601983715345,06/2024,589,YES,2,$34799,04/2009,2014,No,UNKNOWN
1470,489,2,Visa,Debit,4826493105617247,04/2021,588,YES,2,$19882,02/1999,2010,No,UNKNOWN
1471,489,3,Visa,Debit (Prepaid),4787366069867365,12/2019,787,YES,2,$57,12/2010,2017,No,Classic
1472,490,0,Visa,Debit,4860568003530350,06/2005,137,YES,1,$14383,03/2003,2011,No,Platinum
1473,490,1,Visa,Debit,4699453860223857,12/2005,654,NO,1,$20666,09/2000,2011,No,UNKNOWN
1474,490,2,Mastercard,Credit,5708794034518412,04/2024,59,NO,1,$8600,09/2010,2012,No,UNKNOWN
1475,490,3,Mastercard,Credit,5882977035145192,10/2021,491,YES,2,$11400,09/2013,2013,No,UNKNOWN
1476,490,4,Mastercard,Debit,5229188034672607,12/2012,135,YES,2,$19695,07/2012,2012,No,Enhanced
1477,490,5,Visa,Debit,4061173043608031,05/2021,265,YES,1,$16578,12/2000,2010,No,Classic
1478,491,0,Visa,Credit,4489171973874626,09/2020,973,YES,2,$8700,10/2014,2014,No,UNKNOWN
1479,491,1,Mastercard,Credit,5004215911399097,01/2022,811,YES,1,$10600,11/2004,2013,No,UNKNOWN
1480,491,2,Mastercard,Debit,5079585270593856,02/2021,606,YES,1,$12925,01/2006,2010,No,UNKNOWN
1481,491,3,Mastercard,Debit,5364046151913832,10/1997,969,YES,2,$906,09/1994,2013,No,Platinum
1482,492,0,Mastercard,Credit,5118544604271729,01/2023,774,YES,1,$11600,01/2020,2020,No,Standard
1483,492,1,Amex,Credit,315010583302267,06/2021,201,YES,2,$10700,09/2017,2017,No,UNKNOWN
1484,492,2,Mastercard,Debit,5023279394330752,02/2022,976,NO,1,$42142,02/2009,2010,No,UNKNOWN
1485,493,0,Mastercard,Credit,5947629329454123,02/2020,571,YES,1,$4000,02/2020,2020,No,Standard
1486,494,0,Amex,Credit,398280185520858,11/2015,89,YES,2,$7200,02/2015,2015,No,Business
1487,494,1,Mastercard,Debit,5611435574657615,02/2023,150,YES,2,$13019,01/2013,2013,No,UNKNOWN
1488,494,2,Visa,Debit,4401126536336200,11/2023,42,YES,1,$16647,07/2016,2016,No,Business
1489,494,3,Mastercard,Debit,5060522440059037,02/2017,556,YES,1,$12247,12/2009,2009,No,UNKNOWN
1490,495,0,Mastercard,Debit (Prepaid),5683429952038146,02/2020,101,YES,1,$23,01/2020,2020,No,UNKNOWN
1491,495,1,Visa,Debit (Prepaid),4412629636683083,05/2024,282,YES,1,$91,01/2020,2020,No,Gold
1492,495,2,Mastercard,Debit (Prepaid),5887279363070093,02/2020,119,YES,2,$77,02/2020,2020,No,UNKNOWN
1493,496,0,Visa,Debit,4802532694603491,03/2021,868,YES,1,$82677,02/2020,2020,No,Classic
1494,496,1,Visa,Credit,4190870670928435,07/2023,928,YES,2,$23400,01/2020,2020,No,Business
1495,496,2,Mastercard,Debit,5040077771754434,01/2020,475,YES,1,$72868,01/2020,2020,No,UNKNOWN
1496,497,0,Visa,Debit,4479936453853477,09/2024,793,NO,2,$15029,09/2003,2007,No,Classic
1497,497,1,Visa,Credit,4131571170230452,05/2021,738,YES,1,$9700,07/2009,2013,No,Classic
1498,497,2,Mastercard,Debit,5531150587815560,12/2023,428,YES,2,$6847,12/2009,2009,No,Corporate Purchasing
1499,497,3,Mastercard,Credit,5291527325386659,07/2022,396,YES,2,$4800,03/2003,2011,No,UNKNOWN
1500,497,4,Mastercard,Debit,5482406481344925,02/2022,332,YES,1,$17294,08/2002,2010,No,Standard
1501,498,0,Visa,Credit,4159886669620519,11/2012,693,YES,3,$0,11/2012,2012,No,Classic
1502,499,0,Mastercard,Debit,5024268740137327,10/2024,738,YES,2,$5857,10/2004,2007,No,UNKNOWN
1503,499,1,Mastercard,Debit,5778350556346106,01/2023,199,YES,2,$17536,10/2003,2010,No,Personal
1504,499,2,Mastercard,Debit (Prepaid),5559733534356395,09/2020,153,YES,2,$61,07/2007,2016,No,World
1505,500,0,Amex,Credit,371903508360130,04/2024,251,YES,1,$13300,10/2008,2014,No,Personal
1506,500,1,Mastercard,Debit,5905896056968976,05/2022,924,YES,1,$34278,03/2001,2010,No,Standard
1507,500,2,Mastercard,Debit,5844997309688106,10/2007,563,YES,2,$38235,08/2004,2016,No,UNKNOWN
1508,500,3,Visa,Debit,4719754046419733,09/2024,990,NO,2,$1587,07/2010,2013,No,Platinum
1509,500,4,Visa,Debit,4594555086793748,10/2022,454,YES,2,$28156,04/2010,2010,No,Infinite
1510,501,0,Visa,Credit,4591747777139073,05/2022,694,NO,1,$6500,11/2006,2018,No,Gold
1511,501,1,Mastercard,Debit,5592784175875657,10/2012,692,YES,2,$4324,12/2011,2011,No,Business
1512,501,2,Visa,Debit,4495057265994448,01/2022,846,YES,2,$1112,06/2010,2010,No,Classic
1513,502,0,Visa,Credit,4461982939631759,02/2020,706,YES,1,$19600,02/2020,2020,No,Classic
1514,502,1,Visa,Debit,4086265157159129,05/2023,965,YES,2,$15182,04/2007,2009,No,Classic
1515,502,2,Visa,Credit,4813172947971800,05/2017,550,YES,1,$14200,08/2012,2012,No,UNKNOWN
1516,502,3,Mastercard,Debit,5393830319691225,08/2022,765,YES,1,$30065,05/2001,2011,No,Business
1517,503,0,Visa,Credit,4254314337252554,05/2022,597,NO,1,$10600,02/2020,2020,No,Classic
1518,503,1,Visa,Debit,4792077988071121,08/2020,969,YES,1,$39764,11/2013,2013,No,Classic
1519,503,2,Mastercard,Debit,5546499017389142,10/2023,468,YES,1,$27208,07/2008,2008,No,World For Business
1520,503,3,Mastercard,Debit,5498290106887759,03/2016,927,NO,1,$29637,03/2010,2010,No,Gold
1521,503,4,Mastercard,Debit,5969016640971734,02/2020,625,YES,1,$24442,02/2020,2020,No,Standard
1522,503,5,Mastercard,Debit,5805455899430052,09/2024,461,YES,2,$28390,04/2008,2008,No,UNKNOWN
1523,504,0,Amex,Credit,398921295633424,01/2024,659,YES,2,$6600,09/2014,2014,No,Business
1524,504,1,Mastercard,Debit,5922157962642456,10/2007,869,YES,1,$11510,08/1999,2011,No,Standard
1525,504,2,Mastercard,Credit,5840051343792983,06/2012,650,YES,1,$6400,09/2006,2011,No,Standard
1526,504,3,Discover,Credit,6129847719830710,08/2024,972,YES,1,$1800,01/2006,2007,No,UNKNOWN
1527,505,0,Visa,Credit,4509891646969778,03/2024,503,YES,2,$1500,01/2005,2009,No,Classic
1528,505,1,Visa,Debit,4836727908429089,01/2020,314,YES,1,$14813,01/2020,2020,No,UNKNOWN
1529,506,0,Mastercard,Debit,5215629197170613,12/2020,502,YES,2,$40176,05/2005,2009,No,Business
1530,507,0,Amex,Credit,377759808724051,10/2023,360,YES,1,$10300,01/2006,2013,No,Personal
1531,507,1,Visa,Credit,4373234712011855,01/2020,735,YES,2,$4400,02/2011,2011,No,Business
1532,507,2,Visa,Debit,4251519859550278,04/2019,637,YES,2,$15878,08/2006,2008,No,Classic
1533,508,0,Visa,Credit,4812870507989207,06/2020,393,YES,2,$8500,07/2015,2015,No,Prepaid Platinum
1534,508,1,Mastercard,Debit,5610324213392857,10/2023,951,YES,2,$18022,01/2020,2020,No,UNKNOWN
1535,508,2,Mastercard,Debit,5542638681640102,06/2016,555,YES,1,$19597,06/2010,2010,No,World
1536,508,3,Visa,Debit,4365836294015490,09/2021,569,YES,1,$51504,12/2010,2010,No,Corporate T&E
1537,509,0,Visa,Debit,4823239404534030,10/2021,123,YES,2,$28717,01/2005,2014,No,UNKNOWN
1538,509,1,Amex,Credit,335477025007820,11/2021,741,NO,1,$7100,10/2006,2006,No,UNKNOWN
1539,509,2,Mastercard,Debit,5405712448987535,06/2020,515,NO,1,$27974,09/2003,2012,No,Corporate Purchasing
1540,510,0,Mastercard,Debit,5713915813035539,12/2022,155,NO,2,$6629,10/2007,2008,No,UNKNOWN
1541,510,1,Mastercard,Debit,5554873957809710,03/2024,511,YES,2,$2093,11/2007,2015,No,Classic
1542,510,2,Visa,Debit,4170871321743414,09/2023,676,YES,2,$27053,07/2011,2011,No,Classic
1543,510,3,Mastercard,Debit,5870786595656028,05/2023,221,YES,2,$15800,06/2002,2012,No,Personal
1544,511,0,Visa,Debit,4178535461392083,05/2015,804,YES,1,$20699,05/2002,2008,No,Business
1545,511,1,Visa,Debit,4671850635889899,11/2020,859,YES,2,$31662,04/2012,2012,No,Business
1546,511,2,Mastercard,Credit,5219123186357731,06/2023,5,YES,1,$18900,12/2010,2011,No,Mixed Product
1547,511,3,Visa,Credit,4135829985251308,11/2006,69,YES,2,$14200,10/2006,2010,No,Traditional
1548,511,4,Mastercard,Debit,5434239693376748,12/2022,501,YES,2,$25292,12/2013,2013,No,Prepaid Reloadable
1549,511,5,Mastercard,Debit,5483162440698414,03/2023,973,YES,1,$19299,02/2020,2020,No,Standard
1550,511,6,Visa,Debit,4815904170762930,03/2017,581,YES,2,$27215,08/2007,2010,No,Business
1551,512,0,Mastercard,Debit,5461068745624979,04/2012,47,YES,2,$10934,07/2006,2015,No,Standard
1552,513,0,Mastercard,Credit,5831265252494760,04/2015,530,YES,2,$20300,11/2009,2010,No,UNKNOWN
1553,513,1,Amex,Credit,364958962386268,10/2012,140,YES,2,$9700,10/1999,2007,No,UNKNOWN
1554,513,2,Visa,Debit (Prepaid),4237846626072618,08/2023,204,NO,2,$87,06/2006,2006,No,Classic
1555,514,0,Visa,Credit,4365828013345605,02/2023,945,YES,2,$11700,02/2013,2013,No,UNKNOWN
1556,514,1,Mastercard,Debit,5577607865497293,12/2024,463,YES,2,$16460,04/2010,2010,No,Standard
1557,514,2,Visa,Debit,4602472596754075,04/2023,588,YES,1,$27036,08/2019,2019,No,Classic
1558,515,0,Amex,Credit,343796888595234,06/2020,130,YES,2,$3100,11/2011,2011,No,UNKNOWN
1559,515,1,Visa,Debit,4686786422368480,08/2021,648,YES,1,$21757,01/2011,2011,No,UNKNOWN
1560,515,2,Visa,Debit,4584216972557578,07/2021,880,YES,2,$15925,08/2007,2007,No,Signature
1561,515,3,Amex,Credit,335015591165588,12/2019,916,YES,1,$10100,05/2007,2016,No,UNKNOWN
1562,516,0,Mastercard,Debit,5198483282511111,07/2022,392,YES,2,$20660,07/2018,2018,No,Enhanced
1563,516,1,Visa,Debit,4470355925741360,05/2022,231,YES,1,$18301,02/2010,2010,No,Classic
1564,516,2,Visa,Credit,4118885453058690,05/2011,419,YES,2,$14200,11/2010,2018,No,Gold
1565,517,0,Visa,Debit,4475380884726150,06/2024,972,YES,1,$24230,12/2009,2011,No,UNKNOWN
1566,517,1,Visa,Debit,4304585079155855,10/2013,340,YES,1,$19636,01/2013,2013,No,Platinum
1567,517,2,Mastercard,Debit (Prepaid),5000846807980564,07/2024,345,YES,3,$102,02/2018,2018,No,UNKNOWN
1568,517,3,Mastercard,Debit,5655027232477390,09/2022,848,YES,2,$21218,10/2018,2018,No,UNKNOWN
1569,517,4,Visa,Debit,4602706416826257,03/2021,862,YES,2,$27066,09/2018,2018,No,Classic
1570,517,5,Mastercard,Debit,5180082121310715,06/2016,148,YES,2,$19723,07/2006,2010,No,UNKNOWN
1571,518,0,Visa,Debit,4906910670363168,12/2020,443,YES,2,$21990,02/2020,2020,No,Classic
1572,518,1,Mastercard,Debit,5037135277339675,11/2021,719,YES,2,$26251,01/2020,2020,No,UNKNOWN
1573,519,0,Visa,Debit,4815588963693440,04/2022,752,NO,2,$14614,02/2015,2015,No,Business
1574,519,1,Visa,Credit,4239689640583423,11/2022,10,YES,1,$12800,04/2001,2003,No,Classic
1575,519,2,Mastercard,Debit,5965680471968381,02/2006,491,YES,2,$17897,02/2000,2013,No,Standard
1576,519,3,Visa,Credit,4023269244492110,06/2024,413,YES,1,$8700,02/2020,2020,No,Rewards
1577,520,0,Amex,Credit,388335286539294,09/2021,695,YES,2,$19500,09/2005,2007,No,Business
1578,520,1,Mastercard,Debit,5418596356337176,06/2015,899,YES,1,$24111,03/2015,2015,No,Titanium
1579,520,2,Mastercard,Debit,5930575507132281,06/2023,751,YES,1,$34839,10/2015,2015,No,Standard
1580,520,3,Mastercard,Credit,5293527173763220,04/2023,542,YES,1,$12800,06/2010,2012,No,Business
1581,521,0,Mastercard,Credit,5073085904399854,10/2021,19,YES,2,$9600,11/2004,2011,No,UNKNOWN
1582,521,1,Visa,Debit,4046787704522231,04/2022,654,YES,2,$15112,07/2005,2016,No,Classic
1583,521,2,Mastercard,Credit,5539431041002735,09/2024,932,YES,2,$11100,01/2020,2020,No,Standard
1584,521,3,Visa,Debit,4488660162981931,06/2023,852,YES,1,$14295,02/2010,2010,No,Business
1585,522,0,Mastercard,Credit,5618482408174959,02/2020,793,YES,1,$5400,01/2020,2020,No,UNKNOWN
1586,523,0,Mastercard,Debit,5792661772040761,10/2023,862,YES,2,$18092,01/2010,2015,No,Personal
1587,523,1,Mastercard,Debit,5446646218200600,12/2022,473,YES,2,$23244,11/2007,2007,No,Platinum
1588,524,0,Visa,Debit,4886036634951653,04/2023,841,YES,1,$12639,08/2012,2012,No,UNKNOWN
1589,524,1,Mastercard,Debit,5208111902646302,12/2021,143,YES,1,$13482,07/2014,2014,No,Prepaid
1590,524,2,Mastercard,Debit,5683051566552763,03/2024,924,YES,1,$13022,05/2010,2010,No,UNKNOWN
1591,524,3,Mastercard,Debit,5024398810633935,02/2020,575,NO,2,$23999,04/2014,2014,No,UNKNOWN
1592,525,0,Visa,Debit,4388509355512107,01/2020,52,YES,2,$12837,05/2001,2013,No,Business
1593,525,1,Mastercard,Debit,5133994303927341,07/2012,12,YES,1,$25177,06/2007,2012,No,Standard
1594,525,2,Visa,Credit,4999872563975234,01/2006,258,YES,1,$18800,05/2004,2011,No,Classic
1595,526,0,Visa,Credit,4012239673381945,03/2020,960,YES,2,$3900,04/2014,2014,No,Classic
1596,527,0,Discover,Credit,6491563889949652,02/2023,834,YES,2,$7200,01/2020,2020,No,Personal
1597,528,0,Mastercard,Debit,5040046262063377,12/2024,731,YES,2,$11749,06/2003,2015,No,UNKNOWN
1598,528,1,Mastercard,Debit (Prepaid),5361683790644838,01/2021,225,YES,1,$77,09/2004,2011,No,UNKNOWN
1599,529,0,Visa,Debit,4239806874218454,11/2011,564,YES,2,$86262,10/2011,2011,No,Traditional
1600,529,1,Visa,Debit,4546418791213683,06/2010,955,YES,1,$92939,02/2004,2011,No,Classic
1601,529,2,Visa,Debit,4025546651211985,02/2024,741,YES,2,$64613,01/2019,2019,No,UNKNOWN
